,Name,Year,Price,Mileage,Engine,Gearbox,Body,Location
2460,"Ford Kuga, 2.0 TDCi SYNC 3, ZIMNÍ PAKET",2017,509 000 Kč,77 283 km,"Nafta, 110 kW",Manuální,SUV,Vysočina
2461,"Toyota Verso, 2.0D-4D 93kW, KAMERA, ČR",2011,117 000 Kč,266 932 km,"Nafta, 93 kW",Manuální,MPV,Ústecký
2462,"Peugeot 308, SW 1.4 VTi Comfort",2009,89 900 Kč,165 780 km,"Benzín, 70 kW",Manuální,kombi,Pardubický
2463,"Citroen C4 Cactus, 1.2 PureTech 82 MAN",2016,275 000 Kč,24 580 km,"Benzín, 60 kW",Manuální,hatchback,Pardubický
2464,"Kia Carnival, 2.9 TDi 16V DOHC",2002,59 000 Kč,146 000 km,"Nafta, 106 kW",Manuální,MPV,Jihomoravský
2465,"Volkswagen Jetta, 1.4Tsi 103kw",2008,169 999 Kč,124 156 km,"Benzín, 103 kW",Manuální,sedan,Ústecký
2466,"Volkswagen Sharan, 2.0Tdi 103kw",2015,359 999 Kč,207 156 km,"Nafta, 103 kW",Automatická,MPV,Ústecký
2467,"Fiat Ulysse, 2,2JTD 94kw",2004,79 999 Kč,243 879 km,"Nafta, 94 kW",Manuální,MPV,Ústecký
2468,"Ford Mondeo, 1.6 ecoBoost  118kw",2011,209 999 Kč,78 389 km,"Benzín, 118 kW",Manuální,liftback,Ústecký
2469,"Renault Scenic, 1,6i 83kw",2004,29 999 Kč,357 608 km,"Benzín, 83 kW",Manuální,kombi,Ústecký
2470,"Škoda Yeti, 1.8Tsi 4x4",2013,349 999 Kč,48 132 km,"Benzín, 112 kW",Manuální,SUV,Ústecký
2471,"Volkswagen Touareg, 3.0 TDi Tiptr. Exclusive, Vzdu",2014,669 900 Kč,111 000 km,"Nafta, 180 kW",Automatická,SUV,Středočeský
2472,"Mitsubishi Pajero, 2.5 TD,85KW,4X4,KLIMA",2005,174 900 Kč,224 935 km,"Nafta, 85 kW",Manuální,terénní,Jihočeský
2473,"Volkswagen Touran, 2.0TDI,PLNÁ VÝBAVA,PARK. KAM",2009,119 900 Kč,260 388 km,"Nafta, 103 kW",Manuální,kombi,Jihočeský
2474,"Mercedes-Benz SLK, 230 KOMPRESOR",2002,89 000 Kč,240 196 km,"Benzín, 145 kW",Automatická,kabriolet,Pardubický
2475,"Ford C-Max, 1,0 EcoBoost - Servisní kní�",2014,219 000 Kč,90 999 km,"Benzín, 92 kW",Manuální,MPV,Pardubický
2476,"Dacia Logan, 1.6i nové v ČR",2012,85 000 Kč,191 178 km,"Benzín, 62 kW",Manuální,kombi,Pardubický
2477,"Honda Accord, 2,2i-DTEC",2010,139 000 Kč,261 946 km,"Nafta, 110 kW",Manuální,kombi,Pardubický
2478,"Nissan X-Trail, 2.0DCI 110KW 4x4 Tažný",2011,259 900 Kč,211 145 km,"Nafta, 110 kW",Manuální,SUV,Středočeský
2479,"Peugeot 308, 1.4i 16v ČR Klima Premium",2008,85 000 Kč,109 775 km,"Benzín, 70 kW",Manuální,hatchback,Středočeský
2480,"Audi TT, 2.0TFSi 147kw 1.Maj DSG Kůže",2007,235 000 Kč,239 897 km,"Benzín, 147 kW",Automatická,kupé,Středočeský
2481,"Volkswagen Touran, 1.9TDi 77kw 2.Maj 7.Míst Klim",2005,105 000 Kč,207 090 km,"Nafta, 77 kW",Manuální,kombi,Středočeský
2482,"Ford Kuga, 2.0TDCi 1.Maj DPH nové ČR Kl",2013,244 000 Kč,227 100 km,"Nafta, 103 kW",Manuální,SUV,Středočeský
2483,"Citroen C3, 1.4i 54kw 1.Maj Klima Servisn�",2010,122 000 Kč,132 300 km,"Benzín, 54 kW",Manuální,hatchback,Středočeský
2484,"Subaru Forester, 2.0XT 177kw 1.Maj Keyless Ků�",2013,434 000 Kč,135 159 km,"Benzín, 177 kW",Automatická,kombi,Středočeský
2485,"Toyota Auris, 1.2 Turbo 85 kw",2018,45 000 Kč,114 000 km,"Benzín, 85 kW",,kombi,Moravskoslezský
2486,"Peugeot 2008, 1.6HDI",2015,225 000 Kč,132 945 km,"Nafta, 68 kW",Manuální,kombi,Praha
2487,"Mercedes-Benz Třída E, 220 cdi 143kW AVANGARDE",2018,799 990 Kč,29 200 km,"Nafta, 142 kW",Automatická,limuzína,Praha
2488,"Opel Insignia, 2.0 CDTi / EXCLUSIVE / 1. MAJI",2018,429 000 Kč,119 217 km,"Nafta, 125 kW",Automatická,kombi,Praha
2489,"Škoda Fabia, 1.9 TDI PD Comfort / ČR /",2003,33 000 Kč,250 745 km,"Nafta, 74 kW",Manuální,kombi,Praha
2490,"Opel Astra, 1.3 CDTi / 1. MAJITEL /  DRŽ�",2011,109 900 Kč,182 863 km,"Nafta, 70 kW",Manuální,hatchback,Praha
2491,"Peugeot 307, 1.6 HDi",2007,39 000 Kč,261 163 km,"Nafta, 66 kW",Manuální,hatchback,Praha
2492,"Renault Espace, 3.0 dCi ŠPATNÝ MOTOR",2004,25 000 Kč,198 000 km,"Nafta, 130 kW",Automatická,kombi,Praha
2493,"Jaguar XJ6, 3.2i",1995,119 000 Kč,180 000 km,"Benzín, 155 kW",Automatická,sedan,Praha
2494,"Renault Captur, 0.9TCe 1maj. po servisu",2015,209 000 Kč,89 000 km,"Benzín, 66 kW",Manuální,hatchback,Středočeský
2495,"Peugeot 508, 2.0 HDI /LED / XENON",2011,69 900 Kč,428 000 km,"Nafta, 103 kW",Manuální,kombi,Jihočeský
2496,"Honda Civic, 1.8i / KLIMA",2008,29 900 Kč,200 000 km,"Benzín, 103 kW",Manuální,hatchback,Jihočeský
2497,"Opel Zafira, 2.0 CDTI / 7 MÍST",2016,159 900 Kč,203 000 km,"Nafta, 125 kW",Manuální,kombi,Jihočeský
2498,"BMW Řada 5, 525 ix / TOP STAV",2008,79 900 Kč,320 000 km,"Benzín, 160 kW",Automatická,sedan,Jihočeský
2499,"Mercedes-Benz Třída S, S 600SE V12 300kW W140 MAMUT",1992,399 900 Kč,265 460 km,"Benzín, 300 kW",Automatická,sedan,Jihomoravský
2500,"Ford Grand C-MAX, 1.0i EB-125PS-TITAN-7.MÍST-XE",2015,289 000 Kč,102 000 km,"Benzín, 92 kW",Manuální,,Královéhradecký
2501,"Škoda Fabia, 1.4i-44KW-LPG V TP-",2000,30 000 Kč,240 000 km,"Benzín, 44 kW",Manuální,hatchback,Královéhradecký
2502,"Škoda Yeti, 1.2TSi-81KW-NAVI-XENONY-SOUND",2017,339 000 Kč,61 000 km,"Benzín, 81 kW",Manuální,SUV,Královéhradecký
2503,"Volkswagen Ostatní, 2.0TDi-110kW-KLIMA-",2016,999 000 Kč,57 000 km,"Nafta, 110 kW",Manuální,VAN,Královéhradecký
2504,"Citroen C5, 2,2 HDi Excelent",2004,39 000 Kč,179 604 km,"Nafta, 98 kW",Manuální,sedan,Jihočeský
2505,"Ford C-Max, 1,6 TDCI",2006,59 000 Kč,156 200 km,"Nafta, 80 kW",,MPV,Jihočeský
2506,"Mercedes-Benz Třída C, C 180 Kompressor",2006,85 000 Kč,165 200 km,"Benzín, 105 kW",Manuální,sedan,Jihočeský
2507,"Opel Astra, 1,7 CDTI",2005,59 000 Kč,199 000 km,"Nafta, 74 kW",Manuální,kombi,Jihočeský
2508,"Ford Focus, 1.6 TDCi",2006,49 000 Kč,171 000 km,"Nafta, 80 kW",Manuální,hatchback,Středočeský
2509,"Ford Focus, 2.0 TDCi",2011,161 000 Kč,261 000 km,"Nafta, 103 kW",Manuální,kombi,Středočeský
2510,"Audi A4, 2.0 TDi 4x4 Avant",2007,156 000 Kč,233 200 km,"Nafta, 125 kW",Manuální,kombi,Středočeský
2511,"Mitsubishi Outlander, 2.2 DI-D INSTYLE NAVI 7sed",2017,410 000 Kč,135 440 km,"Nafta, 110 kW",Manuální,SUV,Praha
2512,"Volkswagen Passat, 2.0 TDi",2016,339 000 Kč,229 000 km,"Nafta, 110 kW",Manuální,kombi,Karlovarský
2513,"Volvo V70, 2.5tDI Automat",1997,49 000 Kč,293 521 km,"Nafta, 103 kW",Automatická,kombi,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2514,"Škoda Fabia, 1.6 77kW",2010,119 000 Kč,128 000 km,"Benzín, 77 kW",,kombi,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2515,"Volkswagen Touran, 1.6tdi 77kw",2011,209 000 Kč,205 482 km,"Nafta, 77 kW",Manuální,MPV,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2516,"Renault Scenic, 1.6 16V 82KW ČR",2005,49 000 Kč,178 500 km,"Benzín, 82 kW",,MPV,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2517,"Volkswagen Golf Plus, 1.4 TSi 90KW, Nové Rozvody,10",2010,179 000 Kč,108 500 km,"Benzín, 90 kW",Manuální,MPV,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2518,"Audi A3, 1.9 TDI 77KW BEZ KOROZE",2008,119 000 Kč,312 000 km,"Nafta, 77 kW",,hatchback,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2519,"Mercedes-Benz Třída E, 320i V6 165KW",2002,155 000 Kč,155 000 km,"Benzín, 165 kW",Automatická,sedan,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2520,"Mercedes-Benz Třída A, 160",2004,39 000 Kč,249 500 km,"Benzín, 60 kW",Manuální,hatchback,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2521,"Opel Agila, 1.0i 1.MAJITELKA, ČR",2007,39 000 Kč,138 500 km,"Benzín, 44 kW",,hatchback,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2522,"Opel Zafira, 1.9 CDTi GARANCE KM",2008,89 000 Kč,180 000 km,"Nafta, 88 kW",Manuální,MPV,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2523,"Toyota RAV4, 2.2 D-4D 110kW 4x4 1.Majitel",2010,159 000 Kč,265 693 km,"Nafta, 110 kW",Manuální,kombi,Moravskoslezský
2524,"Citroen C1, 1.0 50kW",2006,48 000 Kč,215 000 km,"Benzín, 50 kW",,hatchback,Pardubický
2525,"Opel Corsa, 48 kW",2012,64 500 Kč,96 806 km,"Benzín, 48 kW",Manuální,hatchback,Moravskoslezský
2526,"Seat Leon, 1.6 TDi CR 77 kW-ECO-MOTIVE",2011,149 900 Kč,112 700 km,"Nafta, 77 kW",Manuální,hatchback,Královéhradecký
2527,"Dodge RAM, 1500, 5.7HEMI,ODPOČET DPH",2019,890 000 Kč,15 000 km,"Benzín, 295 kW",Automatická,pick up,Královéhradecký
2528,"Opel Meriva, 1,4i 66kW KLIMA",2008,55 000 Kč,224 110 km,"Benzín, 66 kW",Manuální,Kombi,Středočeský
2529,"Citroen C1, 1,0i 50kW",2010,64 500 Kč,141 387 km,"Benzín, 50 kW",Manuální,Hatchback,Středočeský
2530,"Hyundai ix20, 1,4CVVT 66kW KLIMA",2013,184 500 Kč,90 945 km,"Benzín, 66 kW",Manuální,MPV,Středočeský
2531,"Škoda Favorit, 136 LS",1990,25 000 Kč,110 000 km,"Benzín, 46 kW",Manuální,hatchback,Středočeský
2532,"Opel Corsa, 1.0 Ekotec - klima",2001,39 000 Kč,113 218 km,"Benzín, 43 kW",Manuální,hatchback,Středočeský
2533,"Škoda Octavia, combi 1.6 TDi CR Classic+",2011,155 000 Kč,163 137 km,"Nafta, 77 kW",Manuální,kombi,Středočeský
2534,"Ford Explorer, 4.0 XLT 4x4 Nový motor",1998,97 300 Kč,258 016 km,"Benzín, 152 kW",Automatická,kombi,Karlovarský
2535,"Ford Fiesta, 1.25i 44kW",2009,118 000 Kč,118 442 km,"Benzín, 44 kW",Manuální,hatchback,Karlovarský
2536,"Opel Mokka, X 1,4 Turbo Innovation Premium",2017,469 900 Kč,26 073 km,"Benzín, 103 kW",Automatická,SUV,Praha
2537,"Dacia Logan, 1.6 77kW",2009,59 000 Kč,153 672 km,"Benzín, 77 kW",Manuální,sedan,Liberecký
2538,"Škoda Roomster, 1.4 16V 63kW,STK 8/23",2008,89 000 Kč,221 022 km,"Benzín, 63 kW",Manuální,MPV,Plzeňský
2539,"Škoda Octavia, 2.0FSi 110kW 4x4",2006,109 900 Kč,135 498 km,"Benzín, 110 kW",Manuální,kombi,Plzeňský
2540,"Škoda Octavia, 1.6TDi 85kW,ČR,1.maj.,po serv",2017,329 800 Kč,118 167 km,"Nafta, 85 kW",Manuální,liftback,Plzeňský
2541,"Škoda Octavia, 2.0TDi 135 kW DSG 4x4 STYLE Č",2018,519 900 Kč,96 859 km,"Nafta, 135 kW",Automatická,liftback,Vysočina
2542,"Škoda Roomster, 1.2TSi 63Kw Dig. klima",2010,139 900 Kč,127 000 km,"Benzín, 63 kW",Manuální,MPV,Vysočina
2543,"Opel Astra, Com.1.6 CDTi 81kW Navigace ČR",2017,249 900 Kč,119 563 km,"Nafta, 81 kW",Manuální,kombi,Vysočina
2544,"Škoda Fabia, 1.0MPi ČR I.Majitel",2017,189 900 Kč,129 863 km,"Benzín, 44 kW",Manuální,hatchback,Vysočina
2545,"Opel Vectra, 1.9CDTi Xenon/DigiKlima",2006,59 950 Kč,293 331 km,"Nafta, 110 kW",Manuální,kombi,Zlínský
2546,"Škoda Fabia, 1.0 benzin",2017,199 900 Kč,9 507 km,"Benzín, 44 kW",Manuální,hatchback,Jihočeský
2547,"Ford Mondeo, 2.0 16V",2009,118 900 Kč,247 896 km,"Benzín, 107 kW",Manuální,sedan,Moravskoslezský
2548,"Peugeot 206, CC 1.6 i CABRIO",2003,63 900 Kč,205 279 km,"Benzín, 80 kW",Manuální,kabriolet,Moravskoslezský
2549,"Nissan Juke, 1.2 DiG-T ČR",2015,296 900 Kč,26 363 km,"Benzín, 85 kW",Manuální,hatchback,Moravskoslezský
2550,"Peugeot 3008, 1.6 i 88kW ČR.",2009,153 900 Kč,158 048 km,"Benzín, 88 kW",Manuální,kombi,Moravskoslezský
2551,"Volkswagen Golf Plus, 1.6 FSi",2005,99 900 Kč,131 163 km,"Benzín, 85 kW",Manuální,hatchback,Moravskoslezský
2552,"Chrysler Voyager, 3.3 V6 LX Automat LPG",2001,69 900 Kč,177 001 km,"Benzín, 128 kW",Automatická,kombi,Praha
2553,"Chrysler Voyager, 3.3 V6 LX Automat LPG",2001,69 900 Kč,177 001 km,"Benzín, 128 kW",Automatická,kombi,Praha
2554,"Volkswagen CC, 2.0 TDI 103kW DSG BMT",2011,198 900 Kč,272 001 km,"Nafta, 103 kW",Automatická,hatchback,Praha
2555,"Volkswagen Caddy, 1.4i LIFE TEAM",2010,149 999 Kč,209 000 km,"Benzín, 59 kW",Manuální,kombi,Královéhradecký
2556,"Volkswagen Touran, 2.0 TDI",2017,699 999 Kč,50 437 km,"Nafta, 140 kW",Automatická,kombi,Královéhradecký
2557,"Škoda Superb, 2.0TDi DSG Xenon Navi Kůže",2009,199 000 Kč,226 051 km,"Nafta, 125 kW",Automatická,limuzína,Ústecký
2558,"Volvo XC60, 2.4 D5 AWD Manuál",2009,269 000 Kč,221 800 km,"Nafta, 151 kW",Manuální,hatchback,Královéhradecký
2559,"Ford Fiesta, 1.3 i",2006,53 000 Kč,153 816 km,"Benzín, 44 kW",Manuální,hatchback,Liberecký
2560,"Opel Meriva, 1.4 i Turbo 103KW,garance km,2",2010,149 000 Kč,84 790 km,"Benzín, 103 kW",Manuální,MPV,Vysočina
2561,"Mercedes-Benz Třída E, E coupé 350 CDI, AMG paket,",2009,269 990 Kč,323 000 km,"Nafta, 170 kW",Automatická,kupé,Středočeský
2562,"Porsche 911, 930 3.2 SC,  turbo look, M491",1984,1 099 990 Kč,192 000 km,"Benzín, 170 kW",Manuální,kupé,Středočeský
2563,"Volkswagen Caddy, MAXi 1.6 TDi DSG,Navi",2015,329 000 Kč,180 000 km,"Nafta, 75 kW",Automatická,MPV,Praha
2564,"Škoda Fabia, 1.2 HTP Ambiente",2005,26 000 Kč,222 000 km,"Benzín, 40 kW",,hatchback,Vysočina
2565,"Škoda Octavia, 2.0 TDI  Style 110KW",2016,319 000 Kč,156 000 km,"Nafta, 110 kW",Manuální,liftback,Vysočina
2566,"Škoda Rapid, 1.2 TSi SPACEBACK JOY",2016,288 000 Kč,65 000 km,"Benzín, 66 kW",Manuální,kombi,Vysočina
2567,"Opel Astra, 1.4i",2005,79 000 Kč,91 000 km,"Benzín, 66 kW",Manuální,kombi,Vysočina
2568,"Fiat Stilo, 1.9 Multijet Active",2006,30 000 Kč,372 000 km,"Nafta, 88 kW",Manuální,kombi,Vysočina
2569,"Opel Corsa, 1.3 CDTi",2006,44 900 Kč,110 000 km,"Nafta, 51 kW",,hatchback,Vysočina
2570,"Mercedes-Benz Třída C, C 220CDI 92kW Automat",1999,44 900 Kč,284 756 km,"Nafta, 92 kW",Automatická,sedan,Karlovarský
2571,"Ford Fiesta, 1.3i 51kW Klima",2006,39 990 Kč,220 859 km,"Benzín, 51 kW",Manuální,hatchback,Karlovarský
2572,"Volvo V50, 2.0D.Klima.Závěs.",2006,80 000 Kč,225 873 km,"Nafta, 100 kW",Manuální,kombi,Středočeský
2573,"Renault Scenic, 1.5dCi Navi Digi Klima",2017,383 000 Kč,91 916 km,"Nafta, 81 kW",Manuální,MPV,
2574,"Ford Mustang, 3.7i V6 Kabrio",2013,399 000 Kč,190 000 km,"Benzín, 227 kW",Automatická,kabriolet,Liberecký
2575,"Suzuki SX4, 1,9D 4WD -KLIMA-TAŽNÉ",2008,96 000 Kč,212 000 km,"Nafta, 88 kW",Manuální,hatchback,Moravskoslezský
2576,"Volkswagen Caddy, 1.4 TSi-Serviska",2019,499 000 Kč,39 369 km,"Benzín, 96 kW",Manuální,kombi,Jihomoravský
2577,"Volkswagen Golf, IV 1.9TDi",2003,75 000 Kč,185 600 km,"Nafta, 74 kW",Manuální,hatchback,Jihomoravský
2578,"Opel Astra, H 1.9 CDTI",2007,87 000 Kč,169 000 km,"Nafta, 74 kW",Manuální,kombi,Jihomoravský
2579,"Peugeot 508, SW 2.0HDi, 103 kW, Aut. Klima",2013,109 900 Kč,295 632 km,"Nafta, 103 kW",Manuální,kombi,Jihočeský
2580,"Volvo V40, 1.9 D, 85 kW, Klima",2002,49 900 Kč,224 490 km,"Nafta, 85 kW",Manuální,kombi,Jihočeský
2581,"Opel Insignia, 2.8 V6 Turbo Cosmo 4x4",2009,109 000 Kč,257 000 km,"Benzín, 191 kW",Manuální,hatchback,Středočeský
2582,"Toyota Aygo, 1.0 i klima, servo",2012,59 999 Kč,241 000 km,"Benzín, 50 kW",Manuální,hatchback,Středočeský
2583,"Ford Fusion, 1.4 16V původ ČR",2007,45 000 Kč,214 049 km,"Benzín, 59 kW",Manuální,MPV,Zlínský
2584,"BMW Řada 5, 550i V8 M-PAKET / MANUÁL",2006,319 000 Kč,248 900 km,"Benzín, 270 kW",Manuální,kombi,Praha
2585,"Volkswagen Golf Plus, 1.6 TDI 77 kW MATCH Záruka a�",2013,228 000 Kč,110 970 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
2586,"Volkswagen Tiguan, 2.0 TDI 103 kW 4 MOTION Bi-XEN",2011,318 000 Kč,137 768 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
2587,"Volkswagen Touran, 1.6 TDI DPF DSG Comfortline Z�",2014,228 000 Kč,216 640 km,"Nafta, 77 kW",Automatická,MPV,Jihočeský
2588,"Volkswagen Golf Plus, 1.6 TDi 77kw  Záruka až 4 ro",2012,188 000 Kč,161 634 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
2589,"Alfa Romeo Ostatní, 2.0V6 Turbo",1996,99 900 Kč,153 000 km,"Benzín, 148 kW",Manuální,kupé,Praha
2590,"Ford Ostatní, 2.2 TDCI TITANIUM",2014,419 000 Kč,206 000 km,"Nafta, 74 kW",Manuální,kombi,Středočeský
2591,"Volkswagen Multivan, 2.5TDI 7 míst/tažné",1998,219 900 Kč,341 080 km,"Nafta, 75 kW",Manuální,VAN,Praha
2592,"Mercedes-Benz Vito, 119/XL 7míst/ČR/1.maj.",2018,883 179 Kč,87 025 km,"Nafta, 140 kW",Automatická,VAN,Praha
2593,"Kia Sportage, 1.6GDI/99kw 2WD/1.majitel",2013,350 000 Kč,50 286 km,"Benzín, 99 kW",Manuální,SUV,Praha
2594,"Mercedes-Benz Třída E, E400 4matic/AMG/Burmester",2017,1 034 550 Kč,153 500 km,"Benzín, 245 kW",Automatická,kupé,Praha
2595,"Citroen C3, 1,4i",2008,49 000 Kč,176 000 km,"Benzín, 54 kW",Manuální,hatchback,Jihočeský
2596,"Smart ForTwo, 0.8 D cabrio/automat",2001,58 900 Kč,138 092 km,"Nafta, 30 kW",Automatická,kabriolet,Jihomoravský
2597,"Volkswagen Touareg, 5,0 tdi",2004,135 000 Kč,231 000 km,"Nafta, 230 kW",Automatická,kombi,Středočeský
2598,"Škoda Fabia, 1.2  ČR. Ambiente Combi",2011,133 000 Kč,99 863 km,"Benzín, 51 kW",Manuální,kombi,Středočeský
2599,"Mazda CX-3, 2.0G Challenge - 1.Majitel - O",2017,399 900 Kč,36 353 km,"Benzín, 88 kW",Manuální,hatchback,Vysočina
2600,"Renault Megane, 1.6 AUTOMAT Úprava INVALIDA S",2002,79 900 Kč,100 445 km,"Benzín, 79 kW",Automatická,kombi,Královéhradecký
2601,"Volkswagen Multivan, 2.5TDi LONG,Původ ČR,Závěs",2009,299 800 Kč,345 174 km,"Nafta, 96 kW",Manuální,MPV,Plzeňský
2602,"Volkswagen Golf, 1.2 TSi Trendline S.kniha",2011,179 950 Kč,87 294 km,"Benzín, 77 kW",Manuální,hatchback,Plzeňský
2603,"Škoda Octavia, Combi 1.4 TSI  90kW KLIMA",2011,139 000 Kč,136 879 km,"Benzín, 90 kW",Manuální,kombi,Královéhradecký
2604,"Opel Astra, 1.9 CDTi 88 kW Enjoy",2005,45 000 Kč,229 094 km,"Nafta, 88 kW",Manuální,hatchback,Plzeňský
2605,"Peugeot 308, 1.6 16V THP 150 k Sportium",2011,139 900 Kč,106 500 km,"Benzín, 115 kW",Manuální,hatchback,Praha
2606,"Škoda Yeti, 2.0TDI 4X4 110KW PANORAMA",2015,394 900 Kč,167 814 km,"Nafta, 110 kW",Automatická,SUV,Karlovarský
2607,"Fiat Freemont, 2.0 MultiJet 125 kW Black Code",2014,335 000 Kč,149 847 km,"Nafta, 125 kW",Manuální,SUV,Pardubický
2608,"Volkswagen Touran, 1.6 TDI COMFORTLINE ČR SERV.K",2010,229 999 Kč,103 111 km,"Nafta, 77 kW",Manuální,MPV,Praha
2609,"HUMMER H2, 6.2 V8  ČR",2010,1 299 999 Kč,17 185 km,"Benzín, 293 kW",Automatická,SUV,Praha
2610,"Škoda Yeti, 2.0 TDI 81 kW Elegance",2011,249 900 Kč,117 223 km,"Nafta, 81 kW",Manuální,kombi,Pardubický
2611,"Audi A6, 3.0BiTdi",2016,785 000 Kč,132 149 km,"Nafta, 235 kW",Automatická,kombi,Liberecký
2612,"Suzuki Grand Vitara, 1,9 DDiS 4x4",2011,248 000 Kč,199 143 km,"Nafta, 95 kW",Manuální,terénní,Liberecký
2613,"Škoda Octavia, I 1,6 MPi 55kW",2000,28 000 Kč,206 323 km,"Benzín, 55 kW",Manuální,hatchback,Liberecký
2614,"Škoda Octavia, 1,6TDI 77KW ELEGANCE 1,MAJITEL",2013,319 900 Kč,131 780 km,"Nafta, 77 kW",Manuální,kombi,Liberecký
2615,"Škoda Ostatní, 1.majitel,TOP,",2016,259 997 Kč,117 886 km,"Benzín, 66 kW",Manuální,hatchback,Pardubický
2616,"Mercedes-Benz Třída B, B170 1.7i 85KW",2005,99 900 Kč,236 900 km,"Benzín, 85 kW",Manuální,,Pardubický
2617,"Volkswagen Golf, 1,2 TSI  52000km",2015,294 900 Kč,52 000 km,"Benzín, 63 kW",Manuální,hatchback,Praha
2618,"Fiat 500, 1,2i 51kW Panorama",2012,139 900 Kč,71 000 km,"Benzín, 51 kW",Manuální,hatchback,Praha
2619,"Volkswagen Sharan, 2,0 TDI 7Míst, Dět.int.seda�",2011,262 900 Kč,218 000 km,"Nafta, 103 kW",Manuální,MPV,Praha
2620,"Škoda Fabia, 1,2 i 44kW Top Stav",2008,53 900 Kč,189 000 km,"Benzín, 44 kW",,hatchback,Praha
2621,"Ford Kuga, 2,0TDCi+120kw+4x4",2000,229 999 Kč,181 123 km,"Nafta, 120 kW",Automatická,SUV,Jihomoravský
2622,"Jeep Commander, 3.0 CRD V6 Limited",2006,247 000 Kč,188 000 km,"Nafta, 160 kW",Automatická,kombi,Královéhradecký
2623,"Škoda Octavia, 1.9Tdi",1999,27 000 Kč,340 000 km,"Nafta, 81 kW",,hatchback,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
2624,"Škoda Rapid, 1.2 TSi 63kW Ambition",2015,249 000 Kč,77 483 km,"Benzín, 63 kW",Manuální,liftback,Moravskoslezský
2625,"BMW Řada 2, 218D150PS Coupé,jen 66oooKM",2015,425 000 Kč,66 000 km,"Nafta, 110 kW",Manuální,kupé,Plzeňský
2626,"Renault Megane, 1.6i ČR,SERVISKA,KLIMA",2006,49 000 Kč,166 450 km,"Benzín, 82 kW",Manuální,kombi,Praha
2627,"Opel Insignia, Sports Tourer Innovation 125kW",2015,298 000 Kč,165 199 km,"Nafta, 125 kW",Manuální,kombi,Plzeňský
2628,"Ford Focus, 1.8TDCi GARANCE KM",2010,104 900 Kč,223 683 km,"Nafta, 85 kW",Manuální,hatchback,Středočeský
2629,"Opel Astra, 1.6i 16V 77kW Kabrio",2006,100 000 Kč,111 000 km,"Benzín, 77 kW",Manuální,kabriolet,Ústecký
2630,"Volkswagen Passat, 2.0TDi 103kW Comfortline, KOMB",2006,77 777 Kč,254 000 km,"Nafta, 103 kW",Manuální,kombi,Ústecký
2631,"Škoda Superb, II Kombi 1.8 DSG",2010,199 900 Kč,177 800 km,"Benzín, 118 kW",Automatická,kombi,Moravskoslezský
2632,"Peugeot 308, 1.6 16V T- 115Kw",2012,178 900 Kč,150 075 km,"Benzín, 115 kW",Manuální,hatchback,Moravskoslezský
2633,"Volkswagen Touran, 1.2 TSi  7.MÍST",2010,199 900 Kč,168 918 km,"Benzín, 77 kW",Manuální,kombi,Moravskoslezský
2634,"Škoda Fabia, III Kombi 1.0 TSi",2018,279 900 Kč,19 232 km,"Benzín, 70 kW",Manuální,kombi,Moravskoslezský
2635,"Subaru Impreza, 1.6 GL",2003,59 900 Kč,268 200 km,"Benzín, 70 kW",Manuální,hatchback,Královéhradecký
2636,"Suzuki SX4, 2.0 DDiS",2012,155 000 Kč,156 845 km,"Nafta, 99 kW",Manuální,hatchback,Liberecký
2637,"Škoda Octavia, 1.9 TDI 81 KW SLX",1999,99 000 Kč,268 882 km,"Nafta, 81 kW",,liftback,Pardubický
2638,"Volkswagen Golf Plus, 1.4 TSI Match",2012,199 900 Kč,120 340 km,"Benzín, 90 kW",Manuální,hatchback,Pardubický
2639,"Mazda 6, 2.0i16v  top stav, nové brzdy",2012,239 000 Kč,124 234 km,"Benzín, 114 kW",Manuální,kombi,Karlovarský
2640,"Volkswagen Golf, 1.6i",2009,99 000 Kč,168 107 km,"Benzín, 75 kW",Manuální,hatchback,Karlovarský
2641,"Opel Astra, 1.6i16v",2010,99 000 Kč,250 142 km,"Benzín, 85 kW",Manuální,hatchback,Karlovarský
2642,"Škoda Octavia, 1.6 TDi",2012,149 000 Kč,214 000 km,"Nafta, 77 kW",Manuální,kombi,Praha
